Instagram,Facebook,Twitter,Linkedin,Discord,Twitch,Ingresos
10.07382014,4.332277544,4.304883627,14.18447376,8.300310531,21.54388751,160.5568613
10.51908324,2.728097435,5.210680607,15.91914392,7.187948438,19.90137467,125.4294217
11.42626921,3.483475949,5.907155978,15.77432068,7.231883448,20.81747497,245.8464259
9.381528105,3.13053758,5.966451545,14.97552982,6.187587294,22.34522327,185.3679147
11.24348536,4.759933858,6.753562111,13.51311505,8.116981592,20.83094656,388.3523464
11.78343568,2.463144076,6.106909817,12.6550353,7.068822084,20.33010146,186.0435708
11.22497058,4.551517638,5.80881347,14.7435785,6.184575002,22.36192988,307.9862952
9.974576799,,5.088442798,16.38189562,7.570955087,20.77186702,183.4618446
,5.172338386,6.236012186,15.19842099,8.887880729,21.4650845,371.5856269
9.29644025,4.532226512,5.579152317,14.11829112,8.070644644,19.37039241,252.7740985
11.51091781,4.726999339,6.837268383,13.91838611,6.372232942,21.47420027,398.1213884
10.62735413,2.718341258,6.329646057,14.70027912,5.967877898,20.54255237,204.6308511
11.49100597,3.975856285,7.275407187,15.04956854,6.205099364,21.34100683,379.3424861
11.00351886,3.312376789,6.43392112,15.38905194,7.370118228,22.35264053,263.1370552
8.733345571,5.10017956,5.441097065,14.8877696,7.060648819,20.72576592,274.8022729
7.626821229,4.192715258,,13.99207306,8.135035137,20.69011295,249.9994876
9.558955475,3.446766011,4.855683577,15.82226926,6.410333661,21.02684905,132.7194666
9.55085253,4.245650716,7.21571193,15.00595335,8.887888371,19.47582469,358.3686209
10.41262969,1.549148678,8.646581106,15.78428557,7.249569856,21.66637878,288.9260873
11.41155259,4.54018525,7.182513891,14.5467865,7.540482285,20.36210869,409.7958917
9.359317893,4.845448571,7.582016371,14.6153674,6.784411879,22.97066946,422.9359431
10.39721935,1.649832968,6.760424935,13.95650565,7.730741477,21.4342254,153.8647194
9.761346847,,5.845829438,16.50415336,5.192438072,21.34937661,149.0705868
,4.272401442,5.790962559,15.77064199,8.196683786,20.80250917,263.6717685
7.817094216,4.930891325,6.756162304,15.11484169,7.519815685,19.93072246,342.0381664
9.87536506,4.847736479,5.618885347,15.0837766,7.480698028,20.44586837,291.3133192
11.70326827,4.628859335,7.544815557,14.44243071,7.017061733,22.08432142,447.4871629
10.12707259,4.045163974,7.586099881,14.07489896,7.776986462,19.62474043,379.0866618
9.940083864,4.615206324,7.159670007,13.18145052,7.586987219,20.78678136,382.6929603
9.142848595,5.834503877,7.45938616,15.44594904,7.443176279,21.35292748,482.4695819
11.84687255,3.409066906,5.444351134,16.04627305,6.091369927,21.4969093,215.4602551
9.770578359,4.288756152,5.383934335,15.38001249,7.800465544,21.45236412,233.4874097
9.216856018,5.411272776,5.694788606,16.58001191,7.894826605,21.21572939,328.7726395
10.241539,4.462092911,5.224959225,14.12573694,7.444638393,22.44998696,239.4941429
10.27776332,3.091012532,5.455747167,18.36761981,5.62198893,21.5413771,171.2070505
7.716024198,6.817545693,6.822386695,15.33181223,6.807354393,21.36799468,479.4273372
10.95816609,2.884505036,6.442314952,14.59870755,9.201792648,22.84879588,230.4205078
10.36043647,5.977829679,5.050571407,,7.876401486,20.34380804,340.2017026
9.503178543,4.124512017,8.207189745,15.05038178,5.773097626,21.29774872,421.0029996
8.150078862,2.982288541,6.351204827,13.51684326,,21.24199069,176.1710915
9.652712296,2.21424144,6.777917173,14.27057533,5.12484355,19.70229103,182.3446139
9.616709716,4.602319847,7.082999435,16.33459035,7.555972448,20.14197439,378.8577995
9.146670661,4.724231426,6.428879179,16.12535252,6.445334014,20.56979683,330.8053481
9.504117751,6.262889347,6.864755949,12.91404979,6.512607729,20.49462975,469.4220736
9.443067763,2.162929928,7.692517537,15.80725916,6.971587604,21.75355913,245.4319748
9.951085473,3.136525263,8.033045931,16.41921865,5.653347297,21.17889993,350.2469362
11.13818568,4.595572581,7.811712035,13.49795736,6.750530039,20.0548404,451.5362602
10.25034618,3.791390238,6.358832947,14.41851513,8.513365118,21.02080782,275.1866189
9.212435275,3.608080393,4.782724143,15.06098519,6.527899839,21.780619,130.4143133
9.197394627,3.884737141,8.527241638,16.16294309,8.296071331,20.42285338,424.6337297
9.848742817,3.669636531,,16.78730585,6.492669739,21.3075655,305.6155089
8.498444148,2.633659811,6.622437731,14.89078427,8.309214093,20.77333471,181.2645198
,5.272383946,6.889938295,15.01550042,5.976759994,22.64578769,399.8011909
10.36923084,4.266267988,5.580939894,14.5250901,5.819795113,19.67351841,254.8722056
9.000322164,2.543095554,5.852190651,15.31149731,7.506014078,21.94656402,129.2910679
11.07255122,5.881723605,,15.27331692,7.369431475,20.61901026,475.1147832
10.61389191,3.133200481,7.402445843,13.13668807,6.060437472,20.01867995,307.458103
9.220264597,4.872518188,6.354396299,14.57665281,5.579447803,20.84626208,333.0617581
10.35756456,4.939231803,7.463657646,14.87601074,6.395226311,22.75339525,440.0396738
9.643994185,4.670763981,6.527213748,15.69208984,6.231260464,22.24051062,342.1033654
8.070344525,,6.893782695,15.7473254,7.259013349,21.15605798,303.0419488
10.61093468,1.921927282,6.393516661,14.43181312,6.002294471,20.99758577,151.7517232
9.19556098,5.056219319,5.250322797,15.25441589,7.849622635,20.33977966,267.3215989
8.71945443,2.748493422,8.703866065,15.80532494,6.278317231,20.4566343,347.0952667
10.43949136,3.797174261,6.459014895,13.40711986,8.785909098,20.38816141,283.6088427
9.844659496,3.943650645,7.728759653,16.00300712,6.371379891,22.89465986,382.2888708
9.554871538,4.929103116,5.941834942,14.19877337,6.496548549,20.13850442,312.2285015
9.01529293,3.705927254,6.084475466,15.87875646,7.395728171,20.65071793,230.4736998
9.938655956,4.314043498,,14.55480845,7.390411096,22.14463699,412.9461719
,3.722785574,5.708588066,15.94077821,6.869055895,20.2071186,228.4691648
11.04622772,3.497001555,7.540034817,14.84859737,6.902320211,19.20931541,355.8662452
10.28339529,5.414534737,7.157054605,14.48493921,6.411926799,20.63268454,449.0958617
9.697159292,4.099861045,7.525630011,14.21803298,6.855053225,20.2613376,371.0586392
10.20675752,3.232710355,6.602145806,16.51175417,7.446423101,21.62550321,258.1145307
9.254237104,2.639029052,7.869135475,15.77535002,7.278458428,19.33685576,288.468062
9.629036521,4.974302834,6.921861792,14.730254,7.14432802,19.62952022,389.3947976
9.271443246,3.450883956,5.307823646,14.02117967,8.408217446,19.24357935,155.6341923
11.0130196,3.464405311,9.250083215,13.70353272,4.537997487,21.35717496,474.0089604
9.768907709,4.375966428,,14.60915913,5.207236528,22.1891447,270.7997607
9.545988537,4.113483761,6.168083834,15.1762337,6.065629182,19.91119395,273.3094353
10.58089264,3.322817218,6.215685014,15.7095072,7.635622593,22.02464385,241.1478088
11.48085545,3.704027309,7.597464889,14.30307432,6.532583071,20.4694528,381.2387348
9.806655345,5.507055323,8.760704014,14.50683234,7.219273097,21.06772353,563.3686452
7.933760681,5.452110193,7.56215851,16.18268935,7.057241729,22.00345564,442.5900722
9.994078982,5.24642454,8.476456465,14.3565027,6.779088917,22.00275816,527.2821917
10.21022425,2.680650771,7.061165006,15.55740026,5.451824858,21.32294484,249.7572847
10.84527723,3.4595788,6.663600937,13.44386147,6.594525963,21.14024477,282.0629548
11.42139281,3.763302821,6.72268445,13.97934256,4.871162856,22.8129729,319.9437083
9.496874807,4.839146446,7.198413166,16.44202366,7.209559718,20.12157923,402.1380635
10.21542235,3.995245719,5.71410304,15.23882048,7.883757825,21.49717753,244.4258111
9.524429546,3.190959487,6.357454926,15.26462393,9.163924952,21.27540221,221.4546691
10.982972,5.199708261,6.911930807,14.38667905,6.112689665,22.19858523,428.622155
12.01974588,4.344478039,6.486477899,14.39843319,6.979203916,20.04738995,356.1560225
9.968571386,3.129378151,8.468621753,17.95886329,7.70188157,20.43609125,385.868539
12.1838105,4.014972875,6.277670693,16.24118014,7.201797249,22.86384457,325.6558816
10.76661411,3.903749249,5.663038378,13.50476384,7.385544962,20.64756511,239.6452022
8.958802674,2.226153528,5.718893363,16.45160973,6.599083587,21.12305663,99.48050722
9.742344735,2.476804947,6.676858661,16.74638126,5.982028629,20.02909642,202.0231638
10.06466862,6.006617055,7.20301821,14.09666588,5.098254417,21.27644905,489.3345753
9.467450283,3.5038777,6.442128345,16.0500561,7.524216659,21.30395361,250.8827493
11.25944914,4.350463373,6.949601503,15.1853789,6.848653748,20.03267849,378.3952657
9.678147701,5.205734685,5.718289139,13.44000005,5.936201455,20.85802635,315.8470491
10.37539475,3.419512989,7.139443138,14.45140286,8.500845527,21.16730041,307.8706787
9.781020455,5.719576884,6.324406731,14.11048089,5.589603493,21.37404594,400.0061304
8.49063278,4.853316098,6.650453674,15.85611955,4.737567764,19.4763899,343.2637077
10.17242695,3.76930888,6.59362864,17.70714643,6.893524871,21.34992495,298.1846377
8.879697109,3.336513027,,14.93970146,5.779098631,21.20101931,158.9524701
8.042761539,3.917774581,6.197817938,13.94066291,8.07507782,20.72256374,230.5618534
8.587876703,2.988374488,6.571243393,16.10763325,6.978131481,20.65061237,207.6750736
10.57474961,1.863610489,8.660448836,15.20025813,6.848332347,22.49007626,313.6228606
8.532494023,5.122387444,6.838884965,16.17069687,6.945793439,20.41430216,377.6589172
10.24037153,4.635302755,5.584451632,13.40484813,7.138133313,19.30914544,275.9046047
10.26155417,3.274024529,8.296921934,15.41497999,7.187424314,21.80272906,382.1127695
9.340148895,5.070136144,,13.79163726,6.393032876,20.54533051,346.1018521
8.808186055,6.216525901,6.896670366,13.77463419,8.936786537,22.74793571,458.0224395
,4.181771399,5.955878859,14.27240736,6.973383176,20.46859739,286.6083928
8.877895712,3.020820801,6.190114874,15.48672854,7.493704696,22.87246974,185.9450366
9.458235901,3.857549673,7.411872984,13.39253495,7.53961074,23.22250153,338.9728544
11.32783614,2.150329888,10.00159003,15.52285292,7.874863626,20.54043108,446.0610709
9.933331437,4.299675346,6.464338258,15.57877801,7.387012718,19.98736657,316.2378716
12.40307875,5.359120002,5.926903446,15.42465094,6.843609508,20.67143591,397.3632502
12.1063793,5.335220549,6.62611437,15.05042418,6.991702199,19.905681,439.9536818
10.25282465,3.783944493,8.473607045,15.08805403,7.068547458,21.7755913,430.0664289
9.947608018,4.170421276,7.404210153,14.45899613,5.848712325,21.69123263,372.5198905
10.88811479,2.669397841,6.805671983,15.57737793,7.710403025,21.52552008,242.913642
10.13287199,4.745142845,4.959101247,13.45732958,7.938301605,20.27413307,236.4346266
10.40559944,3.812152371,4.765850327,16.67480318,5.961966907,19.96396384,169.9900719
10.82367286,3.420191063,6.197564126,15.27444806,7.163736454,20.76132823,250.0129188
11.7947312,6.519166433,,15.52535162,5.979974613,21.88509462,575.7566867
9.554320932,5.492429449,6.37721078,15.65488444,5.571493041,21.13074874,387.782822
10.97310586,4.920068062,6.474002208,13.86704244,6.197699982,21.40370744,375.4141461
11.63822211,2.903003361,5.603265429,14.00375756,5.757138526,19.84507798,181.7038232
10.16122632,3.696680582,5.230013237,14.9306497,8.095044162,20.89080631,186.2691349
13.11700407,,,13.40405559,6.119319524,20.48184749,339.1980507
10.07565357,,,16.06673803,7.713584523,22.39859931,310.9897829
9.744217276,,,13.42039115,7.721855707,20.13196575,175.3818226
9.258759905,,,16.86575649,7.12017581,18.78758508,361.8665185
9.667848555,3.578610395,5.63683638,15.073981,8.530736669,20.2716701,198.7616608
10.57107815,3.211145728,6.927215749,15.8371823,5.738759487,21.22747877,285.0511826
10.06533007,3.333980976,8.324479679,14.14668723,8.192670414,21.18365086,381.3145077
10.52827474,5.200469892,6.18659106,15.82881293,7.114030422,20.30839772,371.6010089
11.97189222,4.680532624,6.406772533,14.14789117,8.713601748,21.11902357,372.66303
10.52736971,3.297573875,5.37465225,13.66617957,7.091448492,21.3028792,171.7550686
10.15078368,3.712826982,8.730570736,15.3562624,8.444354759,21.13009265,442.5362848
7.685467694,5.685208058,7.129998592,14.49949661,8.324241537,22.88144298,418.5997227
8.977165887,,8.22440644,16.26328886,7.612910333,21.27670617,425.9191441
10.32828109,3.85192894,5.911579283,14.69844174,7.406576206,21.25149698,249.1998552
9.851407622,5.591761245,5.72371893,,6.442906998,20.5971133,353.4018725
9.461756196,3.966296045,6.831293338,14.51121957,7.60135723,20.62992661,307.651021
9.185551108,5.186648321,5.686042043,11.29017248,8.587343654,21.10868409,297.2261083
8.758911213,2.604892981,6.543226973,14.39490474,6.874705031,20.17557975,176.9075208
9.953154075,2.756460932,7.033699245,15.39559806,5.945884265,21.10337055,247.9637138
9.416665891,3.459692955,6.186138911,14.98956225,6.430226928,21.72580013,225.358876
10.18454723,5.20456936,4.997090837,16.1692482,7.583711922,21.83994746,280.1530397
10.71647442,3.827596303,6.561896508,14.00352472,6.190208039,20.85297721,299.9496421
9.03791217,4.599760791,7.049972365,14.30982546,6.469895793,22.81680115,360.10987
10.84199127,5.521853544,7.40589185,14.35202406,6.060258458,20.12132476,484.6777245
7.67848308,5.102463537,5.746178681,15.43580876,7.588862967,20.53789244,279.2016095
10.09271113,2.944359552,6.227461073,15.61481846,6.668445337,20.69222334,205.9257634
10.20700614,4.636812588,6.92972868,15.27907905,5.514569922,20.68691417,378.1701578
9.495727075,5.262552258,6.105059757,15.32212171,6.833170224,21.06080455,349.712857
11.27332095,6.067396996,,16.19508884,8.523424068,23.16157963,652.0443921
10.34424337,4.6339584,6.253588927,16.90212852,6.087488631,21.18807062,335.807655
8.947322242,5.250943631,7.5704988,14.54304942,7.551458863,20.59544801,443.1007889
9.5100597,5.130760452,6.709226141,16.36920134,6.602029353,18.90376995,387.3470495
11.28170606,5.007057043,6.820077185,13.81631773,7.365534712,22.29062809,412.2216912
11.21746606,4.362529727,7.452671248,14.50442694,8.073339005,21.26779205,413.1286129
9.890891971,4.640714414,6.829580352,14.62767556,7.056407094,20.45091323,363.5866262
10.26623927,5.834590917,7.314941368,14.54219203,7.44533806,21.4273416,490.1939638
10.31358599,4.148243226,5.269453551,16.64208563,6.488434159,21.96312265,228.6153081
9.748721986,4.671699306,8.393245467,14.97511575,6.820092484,20.74174716,477.6481704
10.32691261,4.197909592,5.660277516,14.69222085,5.733833023,21.87665066,255.4622715
11.03195225,4.501461058,6.276435796,16.04931177,7.425539423,20.91776297,338.3976778
11.84145482,4.326966659,5.441892572,13.94005196,7.197994741,22.15110021,274.5561999
10.25560382,5.221913544,5.696234448,15.88461919,8.448659307,20.91416651,332.6349661
10.72794586,3.468002553,5.089656898,,6.645151181,20.24314682,171.3421991
10.69497387,,6.848883768,14.24691563,7.049551315,23.0300062,270.5280732
11.03064518,3.12587182,7.040286785,14.43472505,7.37069583,21.59123983,291.8210934
10.60143139,3.922705421,8.168033267,14.35399878,6.720755838,19.69352633,422.1203067
9.753898931,5.262655531,7.61505102,15.41455958,6.585152462,19.56323307,464.3592095
11.70765636,3.489413681,6.724286847,15.92575338,7.262368312,21.84437673,311.1995337
10.08495591,5.020668942,5.919929193,14.25909153,6.623315029,22.7121754,327.0530973
9.571386375,4.825020392,7.097747084,14.07266759,6.495203392,21.61834832,388.760677
10.32942578,3.355911482,5.307108954,15.42149466,6.250221791,21.16317342,172.118244
9.795985328,4.630757547,5.853651474,14.40130873,7.584687491,20.78925044,289.6682186
9.457942793,5.201652368,7.641472337,14.82567154,8.281253617,21.92891185,454.907014
9.536667703,3.505297734,7.848092251,15.42170806,7.770290179,21.69311606,352.6350632
9.38035628,4.957523542,7.382652936,13.36057882,7.857814781,19.92942611,413.3642745
11.29541446,3.260139068,7.678586066,12.95636821,7.697603591,21.0885771,348.5519699
8.512572775,4.310645048,4.847131507,14.93444015,7.316055074,19.7096694,171.7358477
7.845636776,4.179120093,7.234307359,15.35800756,6.615562754,20.01764142,324.6168641
10.19967825,3.415120402,6.904923668,16.33425284,6.529261342,21.63606325,292.4342092
9.8443821,4.709673206,5.133182238,14.82187906,6.417522631,21.24445095,244.9723479
8.85876193,4.493483063,6.407766682,14.43035838,6.94434564,21.2551582,303.0006079
9.973017994,,7.016902771,16.10828473,8.6656399,22.52995454,193.7159686
11.67899162,1.96910928,7.629812929,15.9446555,7.35164784,20.28123003,268.6121876
11.02499405,4.824902099,5.826179892,14.7464646,5.061868247,22.49351606,324.9583197
11.70207918,2.99743007,6.456561809,16.12735008,9.180091509,21.40560438,257.3037787
10.520361,4.666310617,7.957059222,14.63405007,5.680981138,19.6982257,458.8198283
11.02722914,4.436362251,7.569337724,15.11504685,6.836321346,23.05372517,425.0124285
10.92592928,4.017305307,5.264322562,13.80164469,7.530273322,22.44603046,222.5029951
11.68739351,4.277613552,4.480152669,16.9070754,5.838233998,19.7487545,206.4810535
10.00117485,2.689847072,6.518842146,15.15868504,7.16012441,19.82943067,206.1068237
10.0123514,4.026801722,6.191116189,14.96085003,6.812114761,21.77879105,276.8000233
10.42105452,3.964494742,6.412743754,15.86036033,5.656181962,20.04982136,298.4579497
7.247289968,5.049198019,8.445596507,16.68995265,7.489762963,21.97127214,466.9093575
9.717559669,5.10804895,7.992192051,16.45474159,7.044117464,22.18008452,482.9378616
8.483359682,3.044875538,5.389405064,15.21043406,5.867595139,21.14728258,121.513583
10.53692783,3.807809725,6.615021167,15.06468237,6.036893705,22.99095619,301.984623
9.130915954,4.152292107,4.246570319,12.90368174,6.196058432,19.93556574,122.7292171
8.392180106,3.978940202,6.529491908,16.72022178,9.310171945,22.81108163,272.9936587
10.36615306,5.033093333,5.631470781,16.59360406,8.400536917,21.56519746,318.5132567
10.87194054,2.718369185,6.066984582,14.66345341,7.754703025,21.03700662,189.9770772
8.159166156,2.719049418,6.38850733,15.24020185,7.17313522,20.72799384,165.0605464
9.935744173,6.134064909,4.928802597,15.36208966,6.7696248,22.77584764,334.3337592
9.215565016,3.72594258,7.111034055,15.25251791,5.525236331,21.8909989,308.4103764
11.17388794,3.200684154,6.254143828,15.41873612,6.389598649,20.59365975,245.3715872
10.36800922,2.752159948,6.24090492,14.07688549,9.191263409,20.46622892,194.1266795
8.708403086,5.364114889,5.955411681,14.44170216,8.078641739,20.67595797,329.1783433
9.269883339,3.913618733,7.365110207,13.95309873,6.618251141,21.26224068,337.6194225
8.043819243,3.836754337,5.762711084,16.01576236,6.73980785,20.39360799,198.8923324
11.01287424,3.981947635,8.110777419,13.5095106,6.648556839,20.69019352,427.4647893
8.570026794,2.307714799,7.749216268,15.99576876,7.908810257,21.48590879,244.2643156
9.598203198,5.969620049,5.891824672,16.53083713,6.74027949,19.80444519,389.5944146
